#,Ítem,Nick,Ciudad / Región,Restricciones en el envío
94,"PACK: 5 Colonial Diplomacy (Ninguna partida, le falta la caja, componentes en perfecto estado.) + Czas Honoru: Operacja Most III",fraterurbs,,
95,PACK: Massilia Massilia + Massilia: Bacchus + Massilia: The Thief,fraterurbs,,
96,"Pack de promos Netrunner 1 - Pack de promos otoño-invierno 2014: promo Jinteki Personal Evolution, 3x promo Aesop Pawnshop. En castellano.",Jose-san,,
97,"Pack de promos Netrunner 2 - Pack de promos primavera-verano 2014: tapete Silhouette, promo HB Engineering the Future, 3x promo Wyldside. En castellano.",Jose-san,,
98,"Bang! - Usado, en buen estado. Incluye la expansión A Fistful of Cards. Edición bilingüe inglés/italiano.",Jose-san,,
99,Corunea - Colección completa. Una copia de cada carta publicada incluyendo la expansión Brute Force. No incluye promos. La envío en carpeta clasificadora. En inglés.,Jose-san,,
100,"Leaping Lemmings - Como nuevo, una sola partida. En inglés. La caja tiene un par de marcas en la parte trasera.",Jose-san,,
101,"Lord of the Rings - Usado, la caja y los componentes muestran signos de uso. En inglés.",Jose-san,,
102,"The Castles of Burgundy - En muy buen estado, muy pocas partidas. Edición bilingüe inglés/francés.",Jose-san,,
103,"The Hobbit Card Game - Como nuevo, una sola partida. En inglés.",Jose-san,,
104,The Kaiser's Pirates - En excelente estado. Muy pocas partidas. Enfundado. En inglés.,Jose-san,,
105,1812: The Invasion of Canada - buen estado. como nuevo en general,keoga,,
106,Alcatraz: The Scapegoat,keoga,,
107,Alcazar - perfecto. edicion kosmos aleman. sin desprecintar.,keoga,,
108,Amerigo - buen estado. poco uso,keoga,,
109,Asalto al Poder - viejito. completo,keoga,,
110,Bataan! - desprecintado. sin destroquelar,keoga,,
111,Battles of Napoleon: The Eagle and the Lion - aleman. nuevo. nunca usado. facilito traducciones. caja con golpes,keoga,,
112,Battles of Westeros - Componentes en perfecto estado. inglés. Caja con rozaduras bollos. ver fotos.,keoga,,
113,Battleship Galaxies: The Saturn Offensive Game Set - Todos los componentes en buen estado. ingles.,keoga,,
114,Caballeros del Aire: El Barón Rojo – ver descripción en post “lista de juegos”,keoga,,
115,Combat Commander: Europe - buen estado,keoga,,
116,Cowboys: The Way of the Gun - buen estado en general.,keoga,,
117,Dakota - caja rasgada por el lateral.,keoga,,
118,Deadwood - buen estado,keoga,,
119,Descent: The Sea of Blood - Ingles. sin desprecintar,keoga,,
120,Epic Resort - https://www.kickstarter.com/projects/floodgategames/epic-resort-enjoy-your-slaycation Perfecto estado. edición kickstarter,keoga,,
121,Geronimo - BUEN ESTADO PARA EL TIEMPO QUE TIENE. EXCEPTO LA CAJA QUE TIENE ALGUNA MARCA,keoga,,
122,La Legion - ver descripción en post “lista de juegos”,keoga,,
123,Lancaster - muy buen estado. una sola partida,keoga,,
124,Lock 'n Load: Band of Heroes - buen estado,keoga,,
125,Lock 'n Load: Heroes of the Blitzkrieg - perfecto. una bandeja de gmt para los contadores y las 16 cartas enfundadas.,keoga,,
126,Malvinas - ver descripción en post “lista de juegos”,keoga,,
127,Navajo Wars - muy buen estado,keoga,,
128,PitchCar - usado pero en buen estado,keoga,,
129,Prussia's Glory II - destroquelado. jugado dos veces. se adjuntan dos bandejas gmt para los counters y libreto reglas y escenarios en castellano.,keoga,,
130,Serenissima (second edition) - perfecto estado. caja con golpe pequeñito en esquina. Ver fotos,keoga,,
131,Shipwrights of the North Sea - Edición de kickstarter. con todos los addons conseguidos relativos al juego,keoga,,
132,Space Hulk (fourth edition) - Perfecto estado. abierto pero no jugado. esquinas un poco rozadas.,keoga,,
133,Stonehenge: An Anthology Board Game - perfectisimo estado,keoga,,
134,Templar: The Secret Treasures - edición kickstarter con promos. abierto pero sin destroquelar,keoga,,
135,The Convicted - edicion kickstarter sin addons,keoga,,
136,The Lord of the Ice Garden - https://www.kickstarter.com/projects/1759497187/the-lord-of-the-ice-garden-strategic-board-game con los add-ons conseguidos,keoga,,
137,The Price of Freedom: The American Civil War 1861-1865,keoga,,
138,Tortuga - edición kikcstarter con todas los strech goals. sin destroquelar,keoga,,
139,VOC! Founding the Dutch East Indies Company,keoga,,
140,Verbalia: Juegos - buen estado.,keoga,,
141,Viking Horde: Papercraft - pledge Battle Starter Pack.el barco se montado se enviaria desmontado.https://www.kickstarter.com/projects/2065772092/viking-horde-a-paper-craft-game,keoga,,
142,PACK: zombicide promo Zombicide Survivor: Dakota (personaje promo) + Zombicide Survivor: Lea (personaje promo) + Zombicide Survivor: Rick (perosnaje promo),keoga,,
143,Android: Netrunner - Inglés.Cartas y caja en muy buenas condiciones.,salpikaespuma,,
144,Chez Geek: vagos comparten piso - Español.Caja tocada. Cartas en muy buenas condiciones.,salpikaespuma,,
145,Combat Commander: Europe - Inglés.Caja y cartas en muy buenas condiciones. Bandeja separadora para los counters.,salpikaespuma,,
146,Combat Commander: Pacific - Inglés.Sin destroquelar.,salpikaespuma,,
147,"Conquest of Paradise - Inglés, se adjuntan reglas en español.Juego en buenas condiciones.",salpikaespuma,,
148,"Dungeoneer: La Tumba del Lord Liche - Español.Caja con ligeros roces, las cartas en muy buen estado.",salpikaespuma,,
149,Galactic Emperor - Inglés. Caja con roces. Material en muy buenas condiciones. Se adjunta reglamento en español y además las cartas están tradumaquetadas.,salpikaespuma,,
150,Heroscape Master Set: Rise of the Valkyrie - Inglés.Caja tocada en las esquinas. Todo el contenido en perfecto estado. Incluye unas pocas piezas extras de terreno.,salpikaespuma,,
151,"Mage Knight: Resurrection - Inglés. Starter (mapa,dados y minis)+caja de ""sobres"". 24 miniaturas más en total, incluyendo la rara más cara de la colección.Detallo el contenido si alguien está interesado.",salpikaespuma,,
152,Original Stratego - Caja muy tocada. Componentes perfectos.,salpikaespuma,,
153,"Pirates of the Spanish Main - Inglés.Bastante material, sobre todo de las primeras ampliaciones.Si alguien esta interesado detallo el contenido.",salpikaespuma,,
154,Sails of Glory - Español.Caja con las esquinas rozadas. Los componentes en perfecto estado,salpikaespuma,,
155,"Star Wars PocketModel TCG - Inglés. Destroquelados. Tengo un puñado de naves, si le interesa a alguien detallo el contenido.",salpikaespuma,,
156,Talisman (fourth edition) - Inglés.Caja con pequeños roces en las esquinas. Componentes en buen estado.,salpikaespuma,,
157,Target Earth - Multilenguaje incluido Inglés y español.Una esquina de la caja abollada. Materiales en buen estado y algunas hojas de ayuda plastificadas.,salpikaespuma,,
158,The Lord of the Rings: Combat Hex Tradeable Miniatures Game - Inglés.Solo destroquelado. Sin el inserto interior de la caja.,salpikaespuma,,
159,Thunderstone - Inglés.Caja con roces muy leves en las esquinas. Contenido en perfecto estado.,salpikaespuma,,
160,Wizard Kings - Inglés pero con el reglamento traducido al español.Caja con ligeros roces. Componentes en perfectísimo estado. Adjunto 10 ampliaciones de unidades (algunas pocas sin pegar) y dos ampliaciones adicionales de mapas.Lo envío en la caja del juego base y un par de las cajas de expansión.,salpikaespuma,,
,,,,
162,"Zombiaki - Alemán, juego independiente del idioma.Caja con roces y cartas en perfecto estado.",salpikaespuma,,
163,"PACK: Inglés el básico, español la ampliación solo se nota en las reglas, juego independiente del idioma.Contenido en una sola caja. La caja muy tocada y los componentes en estado bueno. Wings of War: Famous Aces + Wings of War: Watch Your Back!",salpikaespuma,,
164,PACK: Inglés.Cajas con roces. Componentes en muy buenas condiciones. MidEvil + Midevil II: Castle Chaos,salpikaespuma,,
165,"PACK: Juego en perfecta condiciones. Burg Appenzell (Multilenguaje: Inglés, Frances, Alemán)",salpikaespuma,,
166,"PACK: Juego en perfecta condiciones. Cheesy Gonzola (Multilenguaje: Inglés, Frances, Alemán)",salpikaespuma,,
167,"El Hobbit - Seminuevo, con un par de partidas.",Pacodana,Utrera,kiala
168,Expeditie Robinson - Precintado. Edición en holandés. Adjunto reglas en inglés y ayuda en castellano. Dedicatoria especial del ilustrador para el que se lo lleve,Pacodana,Utrera,kiala
169,HexaFútbol - Precintado. Dedicatoria especial del ilustrador para el que se lo lleve,Pacodana,Utrera,kiala
170,"Arkham Horror - Edición en ingles (FFG). Una esquina de la caja está ligeramente dañada, pero todos los componentes están en perfectas condiciones.",albo,Alicante,kiala
171,"Atlantis - Se trata de una edicion antigua con piezas de plástico 3D y spin en lugar de dado. El paso del tiempo se nota en la caja (desgaste pero nada roto), todos los componentes están intactos.",albo,Alicante,kiala
172,Náufragos - Jugado dos veces. Como nuevo.,albo,Alicante,kiala
173,Sorry! Schuivers - El juego está en perfecto estado.,albo,Alicante,kiala
174,Through the Ages: A Story of Civilization – Alguna esquina desgastada pero el juego está en perfecto estado.,albo,Alicante,kiala
175,Race for the Galaxy (Como nuevo. ¡OJO! Edición Alemana).,albo,Alicante,kiala
176,"PACK- 2 jugadores Pack:  Fungi (Jugado una vez. En perfectas condiciones) + Jaipur (Jugado un par de veces. En perfectas condiciones) + Sternenschiff Catan(version alemana maquetada en español. Juego en buen estado, viene de otra mathtrade.)",albo,Alicante,kiala
177,"PACK- Euro Pack:   Comuni - Edición en ingles, independiente del idioma. Como nuevo, un par de partidas + Opera - Jugado un par de veces. Independiente del idioma.",albo,Alicante,kiala
178,PACK- Niños Pack:   Nacht der Magier - Independiente del idioma. Como nuevo + Niagara - El juego está en perfecto estado.,albo,Alicante,kiala
179,PACK- Cartas Pack:  Die Fugger (Caja denota el paso del tiempo y algún viaje pero buen estado.) + Gloom (Edición inglesa. La caja está un poco usada. Las cartas perfectas.) + Mexican Hold'em Poker (¡OJO! Edición Alemana) + Mit List und Tücke (Independiente del idioma) + Scream Machine (Independiente del idioma. Sin jugar. Como nuevo.),albo,Alicante,kiala
180,PACK- Party Pack I:  La Resistencia (Alguna esquina de la caja desgastada. Jugadas bastantes partidas pero en buen estado. Cartas de la ampliación y otras sin usar. ) +Scene it? (Recibido en otra mathtrade. Buen estado. Jugado una vez por mi.),albo,Alicante,kiala
181,PACK- Party Pack II:  El Juego de la Cultura (Sin destroquelar. Incluyo también el libro (sin leer).) + Jenga (No se trata de la edición de la foto. Sin editor reconocible. Caja de externa de cartón con bastantes años.) + La danse des oeufs (Sin abrir. Sin usar.),albo,Alicante,kiala
182,"Marvel Dice Masters: Avengers vs. X-Men. Starter set + 138 dados adicionales + 2 bolsas de tela decoradas de artscow. Inglés, como nuevo.",Sr. Cabeza,San Juan de Aznalfarache,
183,"Prophecy + Dragon Realm. En la caja del juego base (sin inserto). Inglés y adjunto reglas fotocopiadas en castellano, muy buen estado.",Sr. Cabeza,San Juan de Aznalfarache,
184,Coup: Ciudad Corrupta - COMO NUEVO,aspirino,Zaragoza,
185,Gloom - COMO NUEVO,aspirino,Zaragoza,
186,"Príncipes de Florencia - Caja con golpe pequeñito en una esquina,sin inserto interior, componentes en perfecto estado en bolsas zip y cartas enfundadas.",aspirino,Zaragoza,
187,"- Nations: Un par de partidas, como nuevo. Edición lautapelit.fit en inglés",Fran Moli,Sevilla,kiala
188,"- Lewis & Clark: Un par de partidas, como nuevo. Edición Ludonaute en castellano.",Fran Moli,Sevilla,kiala
189,- Un Mundo Sin Fin. Precintado. Edición Devir. Castellano.,Fran Moli,Sevilla,kiala
190,"- Alta Tensión Director de Fábrica. Un par de partidas, como nuevo. Edición Edge en castellano.",Fran Moli,Sevilla,kiala
191,- Descent 1ª Edición + Expansión Pozo de las Tinieblas: Buen estado. Sin uso. Edición Edge en castellano.,Fran Moli,Sevilla,kiala
192,- Pack: Sneaks & Snitches (Abierto pero nunca jugado. Edición CGE en inglés) + Mamma (Abierto nunca jugado. Edición ZUGAMES en inglés) + Lucca Città (Abiero nunca jugado. Edición daVinci games en inglés).,Fran Moli,Sevilla,kiala
193,"Pack League of Six+expansión. En alemán, ambos sin desprecintar. Independiente del idioma",ARO,Madrid,
194,"The Napoleonic Wars. Primera edición, tendrá alguna o ninguna partida",ARO,Madrid,
195,Unhappy King Charles!. 2 partidas. Buen estado,ARO,Madrid,
196,"RAF: The Battle of Britain 1940 (2009). Una partida. Es la primera edición (idéntica a la segunda salvo la caja, creo).",ARO,Madrid,
197,"Risk 2210 AD, Ed Hasbro (small box), perfecto estado",flOrO,Mallorca,kiala
198,"Space Empires 4x, ed. GMT, perfecto estado",flOrO,Mallorca,kiala
199,"Le Havre, Ed. Homoludicus, perfecto estado",flOrO,Mallorca,kiala
200,"Dungeon Twister y Dungeon Twister: Paladins & Dragons de Edge, castellano, 2 partidas y la expansión sin destroquelar. Entrego en Vigo y Kiala",tripitongo,Vigo,kiala
201,"De mudanzas de Homolúdicus, castellano y buen estado. Entrego en Vigo y Kiala",tripitongo,Vigo,kiala
202,"Trivial Pursuit y Blitzed! el trivial edición genus, castellano, le falta un quesito rosa y tiene signos de uso y el Blitzed de Ravenstburg, castellano y está en perfecto estado. Entrego en Vigo y Kiala",tripitongo,Vigo,kiala
203,"Pack 1 Krumble, Mercurio. En Español y perfecto estado; Pictureka el juego de cartas, Parker. Sin usar; Sitting Duck, Amigo. Aleman y en perfecto estado; Guerra Fría, Edge. Usado dos veces",Oca,Córdoba,
204,"Pack 2 Roning der elfen, Amigo, Un par de usos; Table Moto Gp, Games for Table Races. La Caja no está muy bien que digamos, pero el interior está perfecto; Intrigo, Edge. Usado un par de veces; En Garde, Ferti. Es la edicion de los muñecos de plomo y la escenografía. Se ha usado dos veces",Oca,Córdoba,
205,"Pack 3 Zombies!!!, Edge, usado dos veces; Zombies!!! 3, Edge, sin usar; Humanos!!!, Edge. Sin usar y de regalo un mazo de Warlord",Oca,Córdoba,
206,"Pack 4 Juego de Tronos LCG, 2 básicos más, Tiempo de Cuervos: Capitulo 1 y 2Los Reyes del mar, Principes del Sur, Defensores del Norte: Los seis capítulos, Señores del Invierno, Reyes de la tormenta, Reina de Dranoes, Un Cuento de Campeones: Capítulo 1, Canciones del Mar: Capítulos 4, 5, 6, El Camino Real: Capítulos 1, 2, 3, Conquista y Desafío: Capítulos 3 y 4, solo usado el básico",Oca,Córdoba,
207,Android - Estado aceptable. La caja se ha abierto en la parte inferior y se ha reparado con celo. Faltan los marcadores de -1 punto (no muy necesarios en el juego) y los he remplazado con fichas parecidas de metacrilato.,Celacanto,Vigo,
208,Goa - Primera Edicion en Aleman de Hans im gluck. Aporto ayudas y reglas en castellano y el juego es prácticamente independiente del idioma.,Celacanto,Vigo,
209,Im Jahr des Drachen - Edicion alemana pero independiente del idioma y con reglas en castellano.,Celacanto,Vigo,
210,"Le Havre - Primera edición de Homoludicus. La copia viene con mogollon de counters extra en checo y las expansiones gran hameau y essen cards en castellano. Son cartas de artscow y por tanto son algo diferentes de las originales, pero tal como es el juego eso no influye.",Celacanto,Vigo,
211,Strike of the Eagle - Cartas tradumaquetadas en castellano,Celacanto,Vigo,
212,Tikal - Desgaste habitual por los años del juego (15) pero buen estado en general.,Celacanto,Vigo,
213,PACK: Pack Cartas Haggis (Desgaste minimo en las esquinas) + Jaipur + Kuhhandel,Celacanto,Vigo,
